4785.2.1#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_nan_sindeldi_4_adj;Nenirathrim;;nan-sindelder;;;;;;;;;;;x
b_nan_tathren;Nan-tathren;Nan-tathren;Nan-tathren;;Nan-tathren;;;;;;;;;x
b_nan_tathren_adj;Nan-tathrenrim;;nan-tathrener;;;;;;;;;;;x
b_nan_tathren_2;Haudh-en-Maiweu;Nan-tathren;Nan-tathren;;Nan-tathren;;;;;;;;;x
b_nan_tathren_2_adj;Maiweurim;;nan-tathrener;;;;;;;;;;;x
b_nan_tathren_3;Iaursâdh;Nan-tathren;Nan-tathren;;Nan-tathren;;;;;;;;;x
b_nan_tathren_3_adj;Iaursâdhrim;;nan-tathrener;;;;;;;;;;;x
b_nan_tathren_4;Eredh Bain;Nan-tathren;Nan-tathren;;Nan-tathren;;;;;;;;;x
b_nan_tathren_4_adj;Eredh Bain;;nan-tathrener;;;;;;;;;;;x
b_nan_valar;Nan-Valar;Nan-Valar;Nan-Valar;;Nan-Valar;;;;;;;;;x
b_nan_valar_adj;Nan-Valar;;nan-valarer;;;;;;;;;;;x
b_nargothrond;Narukathan;;;;;;;;;;;;;x
b_nargothrond_adj;Narukathandul;;;;;;;;;;;;;x
b_nargothrond_2;Felegroth;;;;;;;;;;;;;x
b_nargothrond_2_adj;Felegrothrim;;;;;;;;;;;;;x
b_nargothrond_3;Korda Nargothrond;;;;;;;;;;;;;x
b_nargothrond_3_adj;Korda;;;;;;;;;;;;;x
b_nargothrond_4;Caras Andolen;;;;;;;;;;;;;x
b_nargothrond_4_adj;Andoloth;;;;;;;;;;;;;x
b_nargothrond_5;Rond Finrod;Nargothrond;Nargothrond;;Nargothrond;;;;;;;;;x
b_nargothrond_5_adj;Finrodrim;;nargothronder;;;;;;;;;;;x
b_nargothrond_6;Ianeth;;;;;;;;;;;;;x
b_nargothrond_6_adj;Ianethrim;;;;;;;;;;;;;x
b_neldoreth;Neldoreth;Neldoreth;Neldoreth;;Neldoreth;;;;;;;;;x
b_neldoreth_adj;Neldorethrim;;neldorether;;;;;;;;;;;x
b_neldoreth_2;Tham Elemwë;Neldoreth;Neldoreth;;Neldoreth;;;;;;;;;x
b_neldoreth_2_adj;Tham Elemwë;;neldorether;;;;;;;;;;;x
b_neldoreth_3;Tawar Forn;Neldoreth;Neldoreth;;Neldoreth;;;;;;;;;x
b_neldoreth_3_adj;Tawar Forn;;neldorether;;;;;;;;;;;x
b_neldoreth_4;Ost-en-Galadhon;Neldoreth;Neldoreth;;Neldoreth;;;;;;;;;x
b_neldoreth_4_adj;Ost-en-Galadhon;;neldorether;;;;;;;;;;;x
b_nen_girith;Nen Girith;Nen Girith;Nen Girith;;Nen Girith;;;;;;;;;x
b_nen_girith_adj;Nen Girithrim;;Nen Girither;;;;;;;;;;;x
b_nen_girith_2;Angondor;Nen Girith;Nen Girith;;Nen Girith;;;;;;;;;x
b_nen_girith_2_adj;Angondorim;;Nen Girither;;;;;;;;;;;x
b_nen_girith_3;Ost-en-Galdringrim;Nen Girith;Nen Girith;;Nen Girith;;;;;;;;;x
b_nen_girith_3_adj;Galdringrim;;Nen Girither;;;;;;;;;;;x
b_nen_lalaith;Nen Lalaith;Nen Lalaith;Nen Lalaith;;Nen Lalaith;;;;;;;;;x
b_nen_lalaith_adj;Nen Lalaithrim;;Nen Lalaither;;;;;;;;;;;x
b_nen_lalaith_2;Lanthir Bain;Nen Lalaith;Nen Lalaith;;Nen Lalaith;;;;;;;;;x
b_nen_lalaith_2_adj;Lanthir Bain;;Nen Lalaither;;;;;;;;;;;x
b_nen_lalaith_3;Barad Nendor;Nen Lalaith;Nen Lalaith;;Nen Lalaith;;;;;;;;;x
b_nen_lalaith_3_adj;Barad Nendorim;;Nen Lalaither;;;;;;;;;;;x
b_nen_lalaith_4;Echad-na-Darthir;Nen Lalaith;Nen Lalaith;;Nen Lalaith;;;;;;;;;x
b_nen_lalaith_4_adj;Echad-na-Darthir;;Nen Lalaither;;;;;;;;;;;x
b_nevrast;Nevrast;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
b_nevrast_adj;Nevrastrim;;nevraster;;;;;;;;;;;x
b_nevrast_2;Celebhirond;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
b_nevrast_2_adj;Celebhirim;;nevraster;;;;;;;;;;;x
b_nevrast_3;Amon Morgwael;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
b_nevrast_3_adj;Amon Morgwael;;nevraster;;;;;;;;;;;x
b_nevrast_4;Gar Agar;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
b_nevrast_4_adj;Agarim;;nevraster;;;;;;;;;;;x
b_nevrast_5;Nînbar;Nevrast;Nevrast;;Nevrast;;;;;;;;;x
b_nevrast_5_adj;Nînbarim;;nevraster;;;;;;;;;;;x
b_nimbrethil;Nimbrethil;Nimbrethil;Nimbrethil;;Nimbrethil;;;;;;;;;x
b_nimbrethil_adj;Nimbrethilrim;;nimbrethiler;;;;;;;;;;;x
b_nimbrethil_2;Haudh-en-Aaradar;Nimbrethil;Nimbrethil;;Nimbrethil;;;;;;;;;x
b_nimbrethil_2_adj;Aaradarrim;;nimbrethiler;;;;;;;;;;;x
b_nimbrethil_3;Rond Thilbáró;Nimbrethil;Nimbrethil;;Nimbrethil;;;;;;;;;x
b_nimbrethil_3_adj;Thilbárórim;;nimbrethiler;;;;;;;;;;;x
b_nivrim;Nivrim;Nivrim;Nivrim;;Nivrim;;;;;;;;;x
b_nivrim_adj;Nivrim;;nivrimer;;;;;;;;;;;x
b_nivrim_2;Ost-na-Taeglin;Nivrim;Nivrim;;Nivrim;;;;;;;;;x
b_nivrim_2_adj;Ost-na-Taeglin;;nivrimer;;;;;;;;;;;x
b_nivrim_3;Barad Nivon;Nivrim;Nivrim;;Nivrim;;;;;;;;;x
b_nivrim_3_adj;Barad Nivon;;nivrimer;;;;;;;;;;;x
b_nivrost;Nivrost;Nivrost;Nivrost;;Nivrost;;;;;;;;;x
b_nivrost_adj;Nivrostrim;;nivroster;;;;;;;;;;;x
b_nivrost_2;Rond Aglarlim;Nivrost;Nivrost;;Nivrost;;;;;;;;;x
b_nivrost_2_adj;Rond Aglarlim;;nivroster;;;;;;;;;;;x
b_nivrost_3;Gar Golu;Nivrost;Nivrost;;Nivrost;;;;;;;;;x
b_nivrost_3_adj;Gar Golurim;;nivroster;;;;;;;;;;;x
b_nogrod;Tumunzahar;;;;;;;;;;;;;x
b_nogrod_adj;Tumunzahul;;;;;;;;;;;;;x
b_nogrod_2;Sigin-Baruzim-dûm;;;;;;;;;;;;;x
b_nogrod_2_adj;Sigin-Baruzimdul;;;;;;;;;;;;;x
b_nogrod_3;Sigin-Baruzim-zûm;;;;;;;;;;;;;x
b_nogrod_3_adj;Baruzûmdul;;;;;;;;;;;;;x
b_nogrod_4;Úrizahar;;;;;;;;;;;;;x
b_nogrod_4_adj;Úrizahul;;;;;;;;;;;;;x
b_nogrod_5;Rhûmbad;;;;;;;;;;;;;x
b_nogrod_5_adj;Rhûmbadim;;;;;;;;;;;;;x
b_nogrod_6;Nárimbar;Nogrod;Nogrod;;Nogrod;;;;;;;;;x
b_nogrod_6_adj;Nárimbarim;;nogroder;;;;;;;;;;;x
b_nogrod_7;Aranaugam;Nogrod;Nogrod;;Nogrod;;;;;;;;;x
b_nogrod_7_adj;Aranaugrim;;nogroder;;;;;;;;;;;x
b_noldogarth;Noldogarth;Noldogarth;Noldogarth;;Noldogarth;;;;;;;;;x
b_noldogarth_adj;Noldogarthrim;;noldogarther;;;;;;;;;;;x
b_noldogwar;Noldogwâr;Noldogwâr;Noldogwâr;;Noldogwâr;;;;;;;;;x
b_noldogwar_adj;Noldogwâr;;noldogwârer;;;;;;;;;;;x
b_northern_ford;Forathrad;Northern Ford;Northern Ford;;Northern Ford;;;;;;;;;x
b_northern_ford_adj;Forathradrim;;Northern Forder;;;;;;;;;;;x
b_northern_ford_2;Barad Nenndaer;Northern Ford;Northern Ford;;Northern Ford;;;;;;;;;x
b_northern_ford_2_adj;Barad Nenndaer;;Northern Forder;;;;;;;;;;;x
b_northern_ford_3;Ram-en-Aragórnórim;Northern Ford;Northern Ford;;Northern Ford;;;;;;;;;x
b_northern_ford_3_adj;Aragórnórim;;Northern Forder;;;;;;;;;;;x
b_northern_ford_4;Echad Uisîdh;Northern Ford;Northern Ford;;Northern Ford;;;;;;;;;x
b_northern_ford_4_adj;Uisîdhrim;;Northern Forder;;;;;;;;;;;x
b_northern_marches;Northern Marches;Northern Marches;Northern Marches;;Northern Marches;;;;;;;;;x
b_northern_marches_adj;Northern Marchesrim;;Northern Marcheser;;;;;;;;;;;x
b_northern_marches_2;Echad-na-Forardh;Northern Marches;Northern Marches;;Northern Marches;;;;;;;;;x
b_northern_marches_2_adj;Forardrim;;Northern Marcheser;;;;;;;;;;;x
b_northmarch;Northmarch;Northmarch;Northmarch;;Northmarch;;;;;;;;;x
b_northmarch_adj;Northmarchrim;;northmarcher;;;;;;;;;;;x
b_northmarch_2;Annon-en-Iathrim;Northmarch;Northmarch;;Northmarch;;;;;;;;;x
b_northmarch_2_adj;Annon-en-Iathrim;;northmarcher;;;;;;;;;;;x
b_northmarch_3;Caras Calensâdh;Northmarch;Northmarch;;Northmarch;;;;;;;;;x
b_northmarch_3_adj;Caras Calensâdh;;northmarcher;;;;;;;;;;;x
b_northmarch_4;Echad Gwanedhel;Northmarch;Northmarch;;Northmarch;;;;;;;;;x
b_northmarch_4_adj;Gwanedhel;;northmarcher;;;;;;;;;;;x
b_northmarch_5;Manthorimbardh;Northmarch;Northmarch;;Northmarch;;;;;;;;;x
b_northmarch_5_adj;Manthorimbardh;;northmarcher;;;;;;;;;;;x
b_nunaluksor;Núnaluksor;Núnaluksor;Núnaluksor;;Núnaluksor;;;;;;;;;x
b_nunaluksor_adj;Núnaluksor;;núnaluksorer;;;;;;;;;;;x
b_nunaluksor_2;Echad Mot;Núnaluksor;Núnaluksor;;Núnaluksor;;;;;;;;;x
b_nunaluksor_2_adj;Mothrim;;núnaluksorer;;;;;;;;;;;x
b_nunaluksor_3;Glawarimbar;Núnaluksor;Núnaluksor;;Núnaluksor;;;;;;;;;x
b_nunaluksor_3_adj;Glawarim;;núnaluksorer;;;;;;;;;;;x
b_nunaluksor_4;Angordol;Núnaluksor;Núnaluksor;;Núnaluksor;;;;;;;;;x
b_nunaluksor_4_adj;Angordolrim;;núnaluksorer;;;;;;;;;;;x
b_ohtar; A'zagh'urdu;Ohtar;Ohtar;;Ohtar;;;;;;;;;x
b_ohtar_adj; A'zagh'urdul;;ohtarer;;;;;;;;;;;x
b_ohtar_2;Delúthil;Ohtar;Ohtar;;Ohtar;;;;;;;;;x
b_ohtar_2_adj;Delúthrim;;ohtarer;;;;;;;;;;;x
b_ohtar_3;Barrow Vale;Ohtar;Ohtar;;Ohtar;;;;;;;;;x
b_ohtar_3_adj;Vale;;ohtarer;;;;;;;;;;;x
b_ornuath;Ornuath;Ornuath;Ornuath;;Ornuath;;;;;;;;;x
b_ornuath_adj;Ornuathrim;;ornuather;;;;;;;;;;;x
b_ornuath_2;Gond-im-Orchalrond;Ornuath;Ornuath;;Ornuath;;;;;;;;;x
b_ornuath_2_adj;Orchalrondrim;;ornuather;;;;;;;;;;;x
b_ornuath_3;Echad Aerennil;Ornuath;Ornuath;;Ornuath;;;;;;;;;x
b_ornuath_3_adj;Aerennilrim;;ornuather;;;;;;;;;;;x
b_orod_na_thon;Zars'urdu;;;;;;;;;;;;;x
b_orod_na_thon_adj;Zars'urdul;;;;;;;;;;;;;x
b_orod_na_thon_2;Foen;Orod-na-Thôn;Orod-na-Thôn;;Orod-na-Thôn;;;;;;;;;x
b_orod_na_thon_2_adj;Foenrim;;orod-na-thôner;;;;;;;;;;;x
b_orod_na_thon_3;Daerdaen;Orod-na-Thôn;Orod-na-Thôn;;Orod-na-Thôn;;;;;;;;;x
b_orod_na_thon_3_adj;Daerdaenrim;;orod-na-thôner;;;;;;;;;;;x
b_orod_ungol;Orod Ungol;Orod Ungol;Orod Ungol;;Orod Ungol;;;;;;;;;x
b_orod_ungol_adj;Orod Ungolrim;;Orod Ungoler;;;;;;;;;;;x
b_orod_ungol_2;Thôn Belaith;Orod Ungol;Orod Ungol;;Orod Ungol;;;;;;;;;x
b_orod_ungol_2_adj;Thôn Belaith;;Orod Ungoler;;;;;;;;;;;x
b_ost_aram;Ost-Aram;Ost-Aram;Ost-Aram;;Ost-Aram;;;;;;;;;x
b_ost_aram_adj;Ost-Aramrim;;ost-aramer;;;;;;;;;;;x
b_ost_i_nuin;Ost-i-Nuin;Ost-i-Nuin;Ost-i-Nuin;;Ost-i-Nuin;;;;;;;;;x
b_ost_i_nuin_adj;Ost-i-Nuinrim;;ost-i-nuiner;;;;;;;;;;;x
b_ost_in_arudan;Ost-in-Arudan;Ost-in-Arudan;Ost-in-Arudan;;Ost-in-Arudan;;;;;;;;;x
b_ost_in_arudan_adj;Ost-in-Arudanrim;;ost-in-arudaner;;;;;;;;;;;x
b_ost_in_arudan_2;Rambar-en-Malachrim;Ost-in-Arudan;Ost-in-Arudan;;Ost-in-Arudan;;;;;;;;;x
b_ost_in_arudan_2_adj;Malachrim;;ost-in-arudaner;;;;;;;;;;;x
b_ost_in_arudan_3;Tíramenel;Ost-in-Arudan;Ost-in-Arudan;;Ost-in-Arudan;;;;;;;;;x
b_ost_in_arudan_3_adj;Tíramenelrim;;ost-in-arudaner;;;;;;;;;;;x
b_ost_in_eryd;Ost-in-Eryd;Ost-in-Eryd;Ost-in-Eryd;;Ost-in-Eryd;;;;;;;;;x
b_ost_in_eryd_adj;Ost-in-Erydrim;;ost-in-eryder;;;;;;;;;;;x
b_pass_of_sirion;Vale of Sirion;Pass of Sirion;Pass of Sirion;;Pass of Sirion;;;;;;;;;x
b_pass_of_sirion_adj;Vale;;Pass of Sirioner;;;;;;;;;;;x
b_pass_of_sirion_2;Tirnaris;Pass of Sirion;Pass of Sirion;;Pass of Sirion;;;;;;;;;x
b_pass_of_sirion_2_adj;Tirnarithrim;;Pass of Sirioner;;;;;;;;;;;x
b_pass_of_sirion_3;Gildhurond;Pass of Sirion;Pass of Sirion;;Pass of Sirion;;;;;;;;;x
b_pass_of_sirion_3_adj;Gildhurondrim;;Pass of Sirioner;;;;;;;;;;;x
b_passes_of_maglor;Maglor's Pass;Passes of Maglor;Passes of Maglor;;Passes of Maglor;;;;;;;;;x
b_passes_of_maglor_adj;Pass;;Passes of Maglorer;;;;;;;;;;;x
b_passes_of_maglor_2;Cirith Malt;Passes of Maglor;Passes of Maglor;;Passes of Maglor;;;;;;;;;x
b_passes_of_maglor_2_adj;Malthrim;;Passes of Maglorer;;;;;;;;;;;x
b_plains_of_sirion;Plains of Sirion;Plains of Sirion;Plains of Sirion;;Plains of Sirion;;;;;;;;;x
b_plains_of_sirion_adj;Plains;;Plains of Sirioner;;;;;;;;;;;x
b_plains_of_sirion_2;Bar-en-Landor;Plains of Sirion;Plains of Sirion;;Plains of Sirion;;;;;;;;;x
b_plains_of_sirion_2_adj;Landorim;;Plains of Sirioner;;;;;;;;;;;x
b_plains_of_sirion_3;Loborimbar;Plains of Sirion;Plains of Sirion;;Plains of Sirion;;;;;;;;;x
b_plains_of_sirion_3_adj;Loborim;;Plains of Sirioner;;;;;;;;;;;x
b_plains_of_sirion_4;Sironost;Plains of Sirion;Plains of Sirion;;Plains of Sirion;;;;;;;;;x
b_plains_of_sirion_4_adj;Sironothrim;;Plains of Sirioner;;;;;;;;;;;x
b_plains_of_sirion_5;Echad Balan;Plains of Sirion;Plains of Sirion;;Plains of Sirion;;;;;;;;;x
b_plains_of_sirion_5_adj;Balanrim;;Plains of Sirioner;;;;;;;;;;;x
b_radhrim;Radhrim;Radhrim;Radhrim;;Radhrim;;;;;;;;;x
b_radhrim_adj;Radhrim;;radhrimer;;;;;;;;;;;x
b_radhrim_2;Nevindor;Radhrim;Radhrim;;Radhrim;;;;;;;;;x
b_radhrim_2_adj;Nevindorim;;radhrimer;;;;;;;;;;;x
b_radhrim_3;Coll Dúath;Radhrim;Radhrim;;Radhrim;;;;;;;;;x
b_radhrim_3_adj;Collrim;;radhrimer;;;;;;;;;;;x
b_radhrim_4;Brennilost;Radhrim;Radhrim;;Radhrim;;;;;;;;;x
b_radhrim_4_adj;Brennilothrim;;radhrimer;;;;;;;;;;;x
b_rambar_gondolin;Rambar Gondolin;Rambar Gondolin;Rambar Gondolin;;Rambar Gondolin;;;;;;;;;x
b_rambar_gondolin_adj;Rambar Gondolinrim;;Rambar Gondoliner;;;;;;;;;;;x
b_rambar_nan_anach;Rambar Nan Anach;Rambar Nan Anach;Rambar Nan Anach;;Rambar Nan Anach;;;;;;;;;x
b_rambar_nan_anach_adj;Rambar Nan Anachrim;;Rambar Nan Anacher;;;;;;;;;;;x
b_ramdal;Ramdal;Ramdal;Ramdal;;Ramdal;;;;;;;;;x
b_ramdal_adj;Ramdalrim;;ramdaler;;;;;;;;;;;x
b_ramdal_2;Caranaw;Ramdal;Ramdal;;Ramdal;;;;;;;;;x
b_ramdal_2_adj;Caranothrim;;ramdaler;;;;;;;;;;;x
b_ramdal_3;Beledhelost;Ramdal;Ramdal;;Ramdal;;;;;;;;;x
b_ramdal_3_adj;Beledhelothrim;;ramdaler;;;;;;;;;;;x
b_ramdal_4;Malkor Ambarusso;Ramdal;Ramdal;;Ramdal;;;;;;;;;x
b_ramdal_4_adj;Malkor Ambarusso;;ramdaler;;;;;;;;;;;x
b_raw_narog;Raw-Narog;Raw-Narog;Raw-Narog;;Raw-Narog;;;;;;;;;x
b_raw_narog_adj;Raw-Narogrim;;raw-naroger;;;;;;;;;;;x
b_raw_narog_2;Rusceryn;Raw-Narog;Raw-Narog;;Raw-Narog;;;;;;;;;x
b_raw_narog_2_adj;Rusceryn;;raw-naroger;;;;;;;;;;;x
b_raw_narog_3;Gobelost;Raw-Narog;Raw-Narog;;Raw-Narog;;;;;;;;;x
b_raw_narog_3_adj;Gobelost;;raw-naroger;;;;;;;;;;;x
b_raw_narog_4;Geilnórambar;Raw-Narog;Raw-Narog;;Raw-Narog;;;;;;;;;x
b_raw_narog_4_adj;Geilnórambar;;raw-naroger;;;;;;;;;;;x
b_raw_narog_5;Sirenelant;Raw-Narog;Raw-Narog;;Raw-Narog;;;;;;;;;x
b_raw_narog_5_adj;Sirenelanthrim;;raw-naroger;;;;;;;;;;;x
b_region;Region;Region;Region;;Region;;;;;;;;;x
b_region_adj;Region;;regioner;;;;;;;;;;;x
b_region_2;Handabrand;Region;Region;;Region;;;;;;;;;x
b_region_2_adj;Handabrand;;regioner;;;;;;;;;;;x
b_region_3;Gampadol;Region;Region;;Region;;;;;;;;;x
b_region_3_adj;Gampadolrim;;regioner;;;;;;;;;;;x
b_region_4;Oropherost;Region;Region;;Region;;;;;;;;;x
b_region_4_adj;Oropherothrim;;regioner;;;;;;;;;;;x
b_rerir;Amon Rerir;;;;;;;;;;;;;x
b_rerir_adj;Amon Rerir;;;;;;;;;;;;;x
b_rerir_2;Caras Caranthir;;;;;;;;;;;;;x
b_rerir_2_adj;Caras Caranthir;;;;;;;;;;;;;x
b_rerir_3;Andúnanendë;;;;;;;;;;;;;x
b_rerir_3_adj;Andúnanendë;;;;;;;;;;;;;x
b_rerir_4;Bar Baradh;;;;;;;;;;;;;x
b_rerir_4_adj;Bar Baradh;;;;;;;;;;;;;x
b_rerir_5;Ram-en-Orod;;;;;;;;;;;;;x
b_rerir_5_adj;Ram-en-Orod;;;;;;;;;;;;;x
b_rhunestolad;Nadhron i-Nachar;Rhûnestolad;Rhûnestolad;;Rhûnestolad;;;;;;;;;x
b_rhunestolad_adj;Nadhron i-Nachar;;rhûnestolader;;;;;;;;;;;x
b_rhunestolad_2;Bar-en-Rhûnestolad;Rhûnestolad;Rhûnestolad;;Rhûnestolad;;;;;;;;;x
b_rhunestolad_2_adj;Bar-en-Rhûnestoladrim;;rhûnestolader;;;;;;;;;;;x
b_rhunestolad_3;Echad Baranedain;Rhûnestolad;Rhûnestolad;;Rhûnestolad;;;;;;;;;x
b_rhunestolad_3_adj;Baranedain;;rhûnestolader;;;;;;;;;;;x
b_rhunestolad_4;Lohmbar;Rhûnestolad;Rhûnestolad;;Rhûnestolad;;;;;;;;;x
b_rhunestolad_4_adj;Lohmbarim;;rhûnestolader;;;;;;;;;;;x
b_ringeru;Ringeru;Ringeru;Ringeru;;Ringeru;;;;;;;;;x
b_ringeru_adj;Ringeru;;ringerer;;;;;;;;;;;x
b_ringeru_2;Amon Uchva;Ringeru;Ringeru;;Ringeru;;;;;;;;;x
b_ringeru_2_adj;Amon Uchva;;ringerer;;;;;;;;;;;x
b_ringimrath;Ringimrath;Ringimrath;Ringimrath;;Ringimrath;;;;;;;;;x
b_ringimrath_adj;Ringimrathrim;;ringimrather;;;;;;;;;;;x
b_rond_fingolfin;Rond Fingolfin;Rond Fingolfin;Rond Fingolfin;;Rond Fingolfin;;;;;;;;;x
b_rond_fingolfin_adj;Rond Fingolfinrim;;Rond Fingolfiner;;;;;;;;;;;x
b_rond_fingolfin_2;Caras Golodhrim;Rond Fingolfin;Rond Fingolfin;;Rond Fingolfin;;;;;;;;;x
b_rond_fingolfin_2_adj;Caras Golodhrim;;Rond Fingolfiner;;;;;;;;;;;x
b_rond_fingolfin_3;Haudh-en-Mithrim;Rond Fingolfin;Rond Fingolfin;;Rond Fingolfin;;;;;;;;;x
b_rond_fingolfin_3_adj;Haudh-en-Mithrim;;Rond Fingolfiner;;;;;;;;;;;x
b_rond_fingolfin_4;Hand Fingon;Rond Fingolfin;Rond Fingolfin;;Rond Fingolfin;;;;;;;;;x
b_rond_fingolfin_4_adj;Hand Fingon;;Rond Fingolfiner;;;;;;;;;;;x
b_rond_magor;Eneth Ogol;Rond Magor;Rond Magor;;Rond Magor;;;;;;;;;x
b_rond_magor_adj;Eneth Ogol;;Rond Magorer;;;;;;;;;;;x
b_rond_magor_2;Rond Magor;Rond Magor;Rond Magor;;Rond Magor;;;;;;;;;x
b_rond_magor_2_adj;Rond Magor;;Rond Magorer;;;;;;;;;;;x
b_rond_tuor;Taur-en-Amrûnorim;Rond Tuor;Rond Tuor;;Rond Tuor;;;;;;;;;x
b_rond_tuor_adj;Amrûnorim;;Rond Tuorer;;;;;;;;;;;x
b_rond_tuor_2;Rond Tuor;Rond Tuor;Rond Tuor;;Rond Tuor;;;;;;;;;x
b_rond_tuor_2_adj;Rond Tuor;;Rond Tuorer;;;;;;;;;;;x
b_roquen_lipte;Roquen-Lipte;;;;;;;;;;;;x
b_roquen_lipte_adj;Roquen-Lipte;;;;;;;;;;;;x
b_roquen_lipte_2;Balchang;;;;;;;;;;;;x
b_roquen_lipte_2_adj;Balchangrim;;;;;;;;;;;;x
b_roquen_lipte_3;Penmíliath;;;;;;;;;;;;x
b_roquen_lipte_3_adj;Penmíliathrim;;;;;;;;;;;;x
b_roquen_lipte_4;Penmíliath;;;;;;;;;;;;x
b_roquen_lipte_4_adj;Penmíliath;;;;;;;;;;;;x
b_roquen_lipte_5;Rammath Helegren;;;;;;;;;;;;x
b_roquen_lipte_5_adj;Rammath Helegren;;;;;;;;;;;;x
b_roquen_lipte_6;Garafainia;;;;;;;;;;;;x
b_roquen_lipte_6_adj;Garafainia;;;;;;;;;;;;x
b_roquen_lipte_7;Nimorchost;;;;;;;;;;;;x
b_roquen_lipte_7_adj;Nimorchothrim;;;;;;;;;;;;x
b_sarn_athrad;Sarn Athrad;Sarn Athrad;Sarn Athrad;;Sarn Athrad;;;;;;;;;x
b_sarn_athrad_adj;Sarn Athradrim;;Sarn Athrader;;;;;;;;;;;x
b_sarn_athrad_2;Sairondiaur;Sarn Athrad;Sarn Athrad;;Sarn Athrad;;;;;;;;;x
b_sarn_athrad_2_adj;Sairondiaur;;Sarn Athrader;;;;;;;;;;;x
b_sarn_athrad_3;Echad Iach;Sarn Athrad;Sarn Athrad;;Sarn Athrad;;;;;;;;;x
b_sarn_athrad_3_adj;Echad Iach;;Sarn Athrader;;;;;;;;;;;x
b_sir_cabed;Sir-cabed;Sir-cabed;Sir-cabed;;Sir-cabed;;;;;;;;;x
b_sir_cabed_adj;Sir-cabedrim;;sir-cabeder;;;;;;;;;;;x
b_sir_cabed_2;Lalaithram;Sir-cabed;Sir-cabed;;Sir-cabed;;;;;;;;;x
b_sir_cabed_2_adj;Lalaithram;;sir-cabeder;;;;;;;;;;;x
b_sir_cabed_3;Tavorost;Sir-cabed;Sir-cabed;;Sir-cabed;;;;;;;;;x
b_sir_cabed_3_adj;Tavorothrim;;sir-cabeder;;;;;;;;;;;x
b_sir_cabed_4;Pilinost;Sir-cabed;Sir-cabed;;Sir-cabed;;;;;;;;;x
b_sir_cabed_4_adj;Pilinothrim;;sir-cabeder;;;;;;;;;;;x
b_siriombar;Siriombar;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
b_siriombar_adj;Siriombar;;siriombarer;;;;;;;;;;;x
b_siriombar_2;Gwaedand;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
b_siriombar_2_adj;Gwaedandrim;;siriombarer;;;;;;;;;;;x
b_siriombar_3;Echad Seregûdrim;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
b_siriombar_3_adj;Seregûdrim;;siriombarer;;;;;;;;;;;x
b_siriombar_4;Metheduinost;Siriombar;Siriombar;;Siriombar;;;;;;;;;x
b_siriombar_4_adj;Metheduinothrim;;siriombarer;;;;;;;;;;;x
b_sirthanc;Sirthanc;Sirthanc;Sirthanc;;Sirthanc;;;;;;;;;x
b_sirthanc_adj;Sirthancrim;;sirthancer;;;;;;;;;;;x
b_sirthanc_2;Gonduin;Sirthanc;Sirthanc;;Sirthanc;;;;;;;;;x
b_sirthanc_2_adj;Gonduin;;sirthancer;;;;;;;;;;;x
b_sirthanc_3;Barad Rudh;Sirthanc;Sirthanc;;Sirthanc;;;;;;;;;x
b_sirthanc_3_adj;Barad Rudh;;sirthancer;;;;;;;;;;;x
b_taendol;Taendol;Taendol;Taendol;;Taendol;;;;;;;;;x
b_taendol_adj;Taendolrim;;taendoler;;;;;;;;;;;x
b_taendol_2;Thaôndenost;Taendol;Taendol;;Taendol;;;;;;;;;x
b_taendol_2_adj;Thaôndenothrim;;taendoler;;;;;;;;;;;x
b_taendol_3;Onodim;Taendol;Taendol;;Taendol;;;;;;;;;x
b_taendol_3_adj;Onodim;;taendoler;;;;;;;;;;;x
b_taendol_4;Hethuwar;Taendol;Taendol;;Taendol;;;;;;;;;x
b_taendol_4_adj;Hethuwarim;;taendoler;;;;;;;;;;;x
b_taer_brilthor;Mirilgasir;Taer-Brilthor;Taer-Brilthor;;Taer-Brilthor;;;;;;;;;x
b_taer_brilthor_adj;Mirilgasir;;taer-brilthorer;;;;;;;;;;;x
b_taer_brilthor_2;Taerond;Taer-Brilthor;Taer-Brilthor;;Taer-Brilthor;;;;;;;;;x
b_taer_brilthor_2_adj;Taerondrim;;taer-brilthorer;;;;;;;;;;;x
b_taer_brilthor_3;Nírnaeth-en-Idril;Taer-Brilthor;Taer-Brilthor;;Taer-Brilthor;;;;;;;;;x
b_taer_brilthor_3_adj;Nírnaeth-en-Idril;;taer-brilthorer;;;;;;;;;;;x
b_talath_dirnen;Methiriandobel;Talath Dirnen;Talath Dirnen;;Talath Dirnen;;;;;;;;;x
b_talath_dirnen_adj;Methiriandobel;;Talath Dirnener;;;;;;;;;;;x
b_talath_dirnen_2;Forlandor;Talath Dirnen;Talath Dirnen;;Talath Dirnen;;;;;;;;;x
b_talath_dirnen_2_adj;Forlandorim;;Talath Dirnener;;;;;;;;;;;x
